value_sequence,finalLabel,original_index,original_len,generated_window_id,new_len
0.49506485 0.50193919 0.48736866 0.50515776 0.49707600 0.49860200 0.50470600 0.52576300 0.56574100 0.58313600 0.57504900 0.52484700 0.45511500 0.41437400 0.41040600 0.44458600 0.47525600 0.48944700 0.49570300 0.49951109,1,2202,15,5,20
0.49707600 0.49860200 0.50470600 0.52576300 0.56574100 0.58313600 0.57504900 0.52484700 0.45511500 0.41437400 0.41040600 0.44458600 0.47525600 0.48944700 0.49570300 0.49049478 0.50136419 0.50309469 0.49573367 0.49158789,1,2202,15,6,20
0.49470104 0.49541082 0.49321701 0.49707600 0.49860200 0.50470600 0.52576300 0.56574100 0.58313600 0.57504900 0.52484700 0.45511500 0.41437400 0.41040600 0.44458600 0.47525600 0.48944700 0.49570300 0.49991030 0.49257361,1,2202,15,7,20
0.49707600 0.49860200 0.50470600 0.52576300 0.56574100 0.58313600 0.57504900 0.52484700 0.45511500 0.41437400 0.41040600 0.44458600 0.47525600 0.48944700 0.49570300 0.49498306 0.49826004 0.50458505 0.49463335 0.48916659,1,2202,15,8,20
0.49806861 0.49700990 0.50269462 0.50423786 0.49707600 0.49860200 0.50470600 0.52576300 0.56574100 0.58313600 0.57504900 0.52484700 0.45511500 0.41437400 0.41040600 0.44458600 0.47525600 0.48944700 0.49570300 0.49991885,1,2202,15,9,20
0.50192200 0.50238000 0.50146400 0.50299000 0.50268500 0.50253200 0.50222700 0.50222700 0.50253200 0.50192200 0.50238000 0.50207500 0.50238000 0.50131200 0.50177000 0.50177000 0.50238000 0.50299000 0.50314300 0.50222700,0,2203,20,0,20
0.49887000 0.50100700 0.49948100 0.50054900 0.49963300 0.49810700 0.50115900 0.49536100 0.49597100 0.49887000 0.49948100 0.49795500 0.49948100 0.49520800 0.49932800 0.49902300 0.49871800 0.49597100 0.49429300 0.49993800,0,2204,20,0,20
0.50054900 0.50054900 0.50039600 0.50039600 0.50115900 0.50039600 0.50100700 0.49993800 0.50085400 0.50024400 0.50100700 0.50085400 0.50115900 0.50100700 0.50054900 0.50054900 0.50085400 0.50146400 0.50070100 0.50039600,0,2205,20,0,20
0.50928300 0.50928300 0.50852000 0.50897800 0.50836800 0.50546900 0.50653700 0.50958800 0.50592600 0.51065700 0.50668900 0.50623100 0.49631300 0.50592600 0.51019900 0.50653700 0.51325000 0.51157200 0.50958800 0.50745200,0,2206,20,0,20
0.50958800 0.51035100 0.51019900 0.50958800 0.51035100 0.50852000 0.50974100 0.51004600 0.51050400 0.51203000 0.51264000 0.51187700 0.50546900 0.50836800 0.51508200 0.50760500 0.50653700 0.51050400 0.50546900 0.50928300,0,2207,20,0,20
0.51096200 0.51111400 0.51080900 0.51111400 0.51111400 0.51111400 0.51096200 0.51126700 0.51111400 0.51111400 0.51141900 0.51080900 0.51080900 0.51141900 0.51096200 0.51141900 0.51141900 0.51187700 0.51141900 0.51111400,0,2208,20,0,20
0.51050400 0.51019900 0.51035100 0.51019900 0.51035100 0.51035100 0.51035100 0.51035100 0.51004600 0.50958800 0.51019900 0.50974100 0.51035100 0.50989400 0.51080900 0.51019900 0.50943600 0.50958800 0.50958800 0.51035100,0,2209,20,0,20
0.49642519 0.49582395 0.50105100 0.51372100 0.53294100 0.54820100 0.55247100 0.54012100 0.51128100 0.47527100 0.44444100 0.43025100 0.43300100 0.45039100 0.47008100 0.48381100 0.47977189 0.48711847 0.47863502 0.47584587,1,2210,14,0,20
0.51062553 0.49733542 0.49548722 0.49822004 0.49420514 0.49174684 0.50105100 0.51372100 0.53294100 0.54820100 0.55247100 0.54012100 0.51128100 0.47527100 0.44444100 0.43025100 0.43300100 0.45039100 0.47008100 0.48381100,1,2210,14,1,20
0.49780144 0.50728440 0.49976103 0.50105100 0.51372100 0.53294100 0.54820100 0.55247100 0.54012100 0.51128100 0.47527100 0.44444100 0.43025100 0.43300100 0.45039100 0.47008100 0.48381100 0.48839273 0.48837261 0.48940370,1,2210,14,2,20
0.50943877 0.50102357 0.50105100 0.51372100 0.53294100 0.54820100 0.55247100 0.54012100 0.51128100 0.47527100 0.44444100 0.43025100 0.43300100 0.45039100 0.47008100 0.48381100 0.47614653 0.47488300 0.47775194 0.49018205,1,2210,14,3,20
0.49383824 0.49368828 0.50889752 0.50145245 0.49447516 0.50105100 0.51372100 0.53294100 0.54820100 0.55247100 0.54012100 0.51128100 0.47527100 0.44444100 0.43025100 0.43300100 0.45039100 0.47008100 0.48381100 0.49148903,1,2210,14,4,20
0.50547482 0.50060544 0.50035084 0.50451129 0.50105100 0.51372100 0.53294100 0.54820100 0.55247100 0.54012100 0.51128100 0.47527100 0.44444100 0.43025100 0.43300100 0.45039100 0.47008100 0.48381100 0.48068189 0.49348548,1,2210,14,5,20
0.50387612 0.50480793 0.50105100 0.51372100 0.53294100 0.54820100 0.55247100 0.54012100 0.51128100 0.47527100 0.44444100 0.43025100 0.43300100 0.45039100 0.47008100 0.48381100 0.49341143 0.47434343 0.47457649 0.48932698,1,2210,14,6,20
0.49522662 0.50476212 0.50111795 0.49741678 0.49566651 0.50105100 0.51372100 0.53294100 0.54820100 0.55247100 0.54012100 0.51128100 0.47527100 0.44444100 0.43025100 0.43300100 0.45039100 0.47008100 0.48381100 0.48916671,1,2210,14,7,20
0.50105100 0.51372100 0.53294100 0.54820100 0.55247100 0.54012100 0.51128100 0.47527100 0.44444100 0.43025100 0.43300100 0.45039100 0.47008100 0.48381100 0.47720642 0.48268725 0.47644308 0.48654960 0.49333183 0.48860873,1,2210,14,8,20
0.50312004 0.50105100 0.51372100 0.53294100 0.54820100 0.55247100 0.54012100 0.51128100 0.47527100 0.44444100 0.43025100 0.43300100 0.45039100 0.47008100 0.48381100 0.48177200 0.49325479 0.49116383 0.49001521 0.47858597,1,2210,14,9,20
0.50299000 0.50299000 0.50360100 0.50299000 0.50314300 0.50222700 0.50344800 0.50268500 0.50314300 0.50329500 0.50299000 0.50314300 0.50253200 0.50253200 0.50192200 0.50268500 0.50299000 0.50238000 0.50222700 0.50177000,0,2211,20,0,20
0.49790214 0.50440000 0.50668900 0.52027000 0.54224200 0.58069400 0.63257400 0.66202400 0.65424200 0.62097800 0.54331000 0.45068900 0.37088600 0.34387800 0.34921900 0.38034600 0.43222600 0.46930500 0.49036200 0.48562881,1,2212,18,0,20
0.50440000 0.50668900 0.52027000 0.54224200 0.58069400 0.63257400 0.66202400 0.65424200 0.62097800 0.54331000 0.45068900 0.37088600 0.34387800 0.34921900 0.38034600 0.43222600 0.46930500 0.49036200 0.48215724 0.49798070,1,2212,18,1,20
0.49888408 0.51223148 0.50440000 0.50668900 0.52027000 0.54224200 0.58069400 0.63257400 0.66202400 0.65424200 0.62097800 0.54331000 0.45068900 0.37088600 0.34387800 0.34921900 0.38034600 0.43222600 0.46930500 0.49036200,1,2212,18,2,20
0.50440000 0.50668900 0.52027000 0.54224200 0.58069400 0.63257400 0.66202400 0.65424200 0.62097800 0.54331000 0.45068900 0.37088600 0.34387800 0.34921900 0.38034600 0.43222600 0.46930500 0.49036200 0.49934824 0.48490488,1,2212,18,3,20
0.51045488 0.50440000 0.50668900 0.52027000 0.54224200 0.58069400 0.63257400 0.66202400 0.65424200 0.62097800 0.54331000 0.45068900 0.37088600 0.34387800 0.34921900 0.38034600 0.43222600 0.46930500 0.49036200 0.49958598,1,2212,18,4,20
0.50440000 0.50668900 0.52027000 0.54224200 0.58069400 0.63257400 0.66202400 0.65424200 0.62097800 0.54331000 0.45068900 0.37088600 0.34387800 0.34921900 0.38034600 0.43222600 0.46930500 0.49036200 0.49329782 0.48923583,1,2212,18,5,20
0.51005500 0.50440000 0.50668900 0.52027000 0.54224200 0.58069400 0.63257400 0.66202400 0.65424200 0.62097800 0.54331000 0.45068900 0.37088600 0.34387800 0.34921900 0.38034600 0.43222600 0.46930500 0.49036200 0.48276445,1,2212,18,6,20
0.50309458 0.51160893 0.50440000 0.50668900 0.52027000 0.54224200 0.58069400 0.63257400 0.66202400 0.65424200 0.62097800 0.54331000 0.45068900 0.37088600 0.34387800 0.34921900 0.38034600 0.43222600 0.46930500 0.49036200,1,2212,18,7,20
0.50440000 0.50668900 0.52027000 0.54224200 0.58069400 0.63257400 0.66202400 0.65424200 0.62097800 0.54331000 0.45068900 0.37088600 0.34387800 0.34921900 0.38034600 0.43222600 0.46930500 0.49036200 0.48357096 0.49536787,1,2212,18,8,20
0.50777829 0.49965155 0.50440000 0.50668900 0.52027000 0.54224200 0.58069400 0.63257400 0.66202400 0.65424200 0.62097800 0.54331000 0.45068900 0.37088600 0.34387800 0.34921900 0.38034600 0.43222600 0.46930500 0.49036200,1,2212,18,9,20
0.49948100 0.49520800 0.49932800 0.49902300 0.49871800 0.49597100 0.49429300 0.49993800 0.49765000 0.49566600 0.49215600 0.47140500 0.47155700 0.48895200 0.49978600 0.49673400 0.50222700 0.50573700 0.50421100 0.49887000,0,2213,20,0,20
0.50573700 0.50558400 0.50527900 0.50588900 0.50482100 0.50604200 0.50588900 0.50573700 0.50543200 0.50512600 0.50573700 0.50497400 0.50604200 0.50543200 0.50573700 0.50451600 0.50512600 0.50497400 0.50543200 0.50558400,0,2214,20,0,20
0.49513900 0.49681800 0.50215800 0.51329700 0.53191300 0.55342800 0.56533000 0.56731300 0.55678500 0.53313400 0.49803800 0.45561900 0.43090000 0.42327000 0.41457300 0.42327000 0.45775500 0.46614800 0.47881200 0.48659400,1,2215,21,0,20
0.49681800 0.50215800 0.51329700 0.53191300 0.55342800 0.56533000 0.56731300 0.55678500 0.53313400 0.49803800 0.45561900 0.43090000 0.42327000 0.41457300 0.42327000 0.45775500 0.46614800 0.47881200 0.48659400 0.49086700,1,2215,21,1,20
0.50482100 0.50588900 0.50588900 0.50573700 0.50558400 0.50527900 0.50588900 0.50482100 0.50604200 0.50588900 0.50573700 0.50543200 0.50512600 0.50573700 0.50497400 0.50604200 0.50543200 0.50573700 0.50451600 0.50512600,0,2216,20,0,20
0.50314300 0.50253200 0.50253200 0.50192200 0.50268500 0.50299000 0.50238000 0.50222700 0.50177000 0.50238000 0.50177000 0.50268500 0.50207500 0.50207500 0.50161700 0.50146400 0.50161700 0.50115900 0.50192200 0.50131200,0,2217,20,0,20
0.49963300 0.50054900 0.49993800 0.50100700 0.50039600 0.50024400 0.50024400 0.50009100 0.50115900 0.50085400 0.50085400 0.50085400 0.50054900 0.50177000 0.50360100 0.49627600 0.49627600 0.50421100 0.49719200 0.49765000,0,2218,20,0,20
0.51050400 0.51080900 0.51050400 0.51050400 0.51065700 0.51050400 0.51050400 0.51050400 0.51035100 0.51035100 0.51019900 0.51050400 0.51019900 0.51065700 0.51050400 0.51004600 0.51050400 0.51019900 0.51065700 0.51035100,0,2219,20,0,20
0.51035100 0.51050400 0.51080900 0.51004600 0.51157200 0.51019900 0.51004600 0.51035100 0.51065700 0.51019900 0.51019900 0.51035100 0.51019900 0.51004600 0.50989400 0.51019900 0.50974100 0.51019900 0.51462400 0.51187700,0,2220,20,0,20
0.50044100 0.51189100 0.52867100 0.54973100 0.56743100 0.57506100 0.57582100 0.57445100 0.57002100 0.55049100 0.51509100 0.47481100 0.43437100 0.40538100 0.39363100 0.39104100 0.39256100 0.39455100 0.40340100 0.41911100,1,2221,24,0,20
0.51189100 0.52867100 0.54973100 0.56743100 0.57506100 0.57582100 0.57445100 0.57002100 0.55049100 0.51509100 0.47481100 0.43437100 0.40538100 0.39363100 0.39104100 0.39256100 0.39455100 0.40340100 0.41911100 0.43925100,1,2221,24,1,20
0.52867100 0.54973100 0.56743100 0.57506100 0.57582100 0.57445100 0.57002100 0.55049100 0.51509100 0.47481100 0.43437100 0.40538100 0.39363100 0.39104100 0.39256100 0.39455100 0.40340100 0.41911100 0.43925100 0.45665100,1,2221,24,2,20
0.54973100 0.56743100 0.57506100 0.57582100 0.57445100 0.57002100 0.55049100 0.51509100 0.47481100 0.43437100 0.40538100 0.39363100 0.39104100 0.39256100 0.39455100 0.40340100 0.41911100 0.43925100 0.45665100 0.46977100,1,2221,24,3,20
0.56743100 0.57506100 0.57582100 0.57445100 0.57002100 0.55049100 0.51509100 0.47481100 0.43437100 0.40538100 0.39363100 0.39104100 0.39256100 0.39455100 0.40340100 0.41911100 0.43925100 0.45665100 0.46977100 0.47816100,1,2221,24,4,20
0.51050400 0.51035100 0.50958800 0.51050400 0.51065700 0.51035100 0.51096200 0.51080900 0.51019900 0.51019900 0.51187700 0.50760500 0.51447100 0.51325000 0.50623100 0.51523400 0.51386100 0.50531600 0.50821500 0.52118500,0,2222,20,0,20
0.51080900 0.51080900 0.51050400 0.51050400 0.51080900 0.51065700 0.51065700 0.51050400 0.51080900 0.51035100 0.51050400 0.51065700 0.51035100 0.51080900 0.51050400 0.51050400 0.51019900 0.51035100 0.51019900 0.51035100,0,2223,20,0,20
0.50731100 0.50899100 0.51616100 0.53386100 0.56438100 0.58498100 0.59001100 0.58177100 0.54179100 0.48824100 0.44078100 0.42461100 0.42140100 0.43315100 0.45940100 0.48305100 0.49419100 0.50197100 0.49824450 0.51187486,1,2224,18,0,20
0.50089293 0.50731100 0.50899100 0.51616100 0.53386100 0.56438100 0.58498100 0.59001100 0.58177100 0.54179100 0.48824100 0.44078100 0.42461100 0.42140100 0.43315100 0.45940100 0.48305100 0.49419100 0.50197100 0.50858528,1,2224,18,1,20
0.51503271 0.50731100 0.50899100 0.51616100 0.53386100 0.56438100 0.58498100 0.59001100 0.58177100 0.54179100 0.48824100 0.44078100 0.42461100 0.42140100 0.43315100 0.45940100 0.48305100 0.49419100 0.50197100 0.51164621,1,2224,18,2,20
0.51666750 0.50731100 0.50899100 0.51616100 0.53386100 0.56438100 0.58498100 0.59001100 0.58177100 0.54179100 0.48824100 0.44078100 0.42461100 0.42140100 0.43315100 0.45940100 0.48305100 0.49419100 0.50197100 0.50908399,1,2224,18,3,20
0.50731100 0.50899100 0.51616100 0.53386100 0.56438100 0.58498100 0.59001100 0.58177100 0.54179100 0.48824100 0.44078100 0.42461100 0.42140100 0.43315100 0.45940100 0.48305100 0.49419100 0.50197100 0.49737841 0.49834672,1,2224,18,4,20
0.51041854 0.50731100 0.50899100 0.51616100 0.53386100 0.56438100 0.58498100 0.59001100 0.58177100 0.54179100 0.48824100 0.44078100 0.42461100 0.42140100 0.43315100 0.45940100 0.48305100 0.49419100 0.50197100 0.49879574,1,2224,18,5,20
0.49878283 0.51281049 0.50731100 0.50899100 0.51616100 0.53386100 0.56438100 0.58498100 0.59001100 0.58177100 0.54179100 0.48824100 0.44078100 0.42461100 0.42140100 0.43315100 0.45940100 0.48305100 0.49419100 0.50197100,1,2224,18,6,20
0.49942677 0.50731100 0.50899100 0.51616100 0.53386100 0.56438100 0.58498100 0.59001100 0.58177100 0.54179100 0.48824100 0.44078100 0.42461100 0.42140100 0.43315100 0.45940100 0.48305100 0.49419100 0.50197100 0.49869868,1,2224,18,7,20
0.50731100 0.50899100 0.51616100 0.53386100 0.56438100 0.58498100 0.59001100 0.58177100 0.54179100 0.48824100 0.44078100 0.42461100 0.42140100 0.43315100 0.45940100 0.48305100 0.49419100 0.50197100 0.50259695 0.50986461,1,2224,18,8,20
0.51053117 0.50731100 0.50899100 0.51616100 0.53386100 0.56438100 0.58498100 0.59001100 0.58177100 0.54179100 0.48824100 0.44078100 0.42461100 0.42140100 0.43315100 0.45940100 0.48305100 0.49419100 0.50197100 0.50777468,1,2224,18,9,20
0.50974100 0.51203000 0.50974100 0.51096200 0.50897800 0.49555000 0.51080900 0.50974100 0.51325000 0.51203000 0.51416600 0.51019900 0.50989400 0.50852000 0.51172500 0.51401300 0.51172500 0.51004600 0.51141900 0.51203000,0,2225,20,0,20
0.50409500 0.51050400 0.49417700 0.50913100 0.51615000 0.50852000 0.50806300 0.51203000 0.51096200 0.51096200 0.51080900 0.51096200 0.51080900 0.51080900 0.51080900 0.51080900 0.51065700 0.51080900 0.51050400 0.51080900,0,2226,20,0,20
0.51019900 0.51019900 0.51050400 0.51035100 0.51080900 0.51035100 0.51035100 0.51035100 0.51035100 0.51035100 0.51050400 0.51035100 0.51080900 0.51080900 0.51080900 0.51065700 0.51080900 0.51050400 0.51050400 0.51080900,0,2227,20,0,20
0.49507980 0.50736165 0.49550834 0.50918735 0.50247100 0.50491200 0.51635600 0.54351700 0.57784900 0.58563100 0.57281400 0.52047600 0.45333800 0.42266700 0.41717400 0.44250400 0.47302100 0.49148500 0.49835100 0.50718213,1,2228,15,0,20
0.49810810 0.50247100 0.50491200 0.51635600 0.54351700 0.57784900 0.58563100 0.57281400 0.52047600 0.45333800 0.42266700 0.41717400 0.44250400 0.47302100 0.49148500 0.49835100 0.50355388 0.49710190 0.49434421 0.49697841,1,2228,15,1,20
0.51228061 0.49845211 0.50661022 0.49915208 0.50247100 0.50491200 0.51635600 0.54351700 0.57784900 0.58563100 0.57281400 0.52047600 0.45333800 0.42266700 0.41717400 0.44250400 0.47302100 0.49148500 0.49835100 0.49339528,1,2228,15,2,20
0.50512087 0.50772259 0.50684021 0.50247100 0.50491200 0.51635600 0.54351700 0.57784900 0.58563100 0.57281400 0.52047600 0.45333800 0.42266700 0.41717400 0.44250400 0.47302100 0.49148500 0.49835100 0.50717352 0.49052428,1,2228,15,3,20
0.49826720 0.50247100 0.50491200 0.51635600 0.54351700 0.57784900 0.58563100 0.57281400 0.52047600 0.45333800 0.42266700 0.41717400 0.44250400 0.47302100 0.49148500 0.49835100 0.50466924 0.48962042 0.49188845 0.50377363,1,2228,15,4,20
0.49954946 0.50612497 0.51249039 0.50247100 0.50491200 0.51635600 0.54351700 0.57784900 0.58563100 0.57281400 0.52047600 0.45333800 0.42266700 0.41717400 0.44250400 0.47302100 0.49148500 0.49835100 0.49755063 0.49900851,1,2228,15,5,20
0.50742322 0.49637617 0.50247100 0.50491200 0.51635600 0.54351700 0.57784900 0.58563100 0.57281400 0.52047600 0.45333800 0.42266700 0.41717400 0.44250400 0.47302100 0.49148500 0.49835100 0.50441693 0.49866712 0.50407943,1,2228,15,6,20
0.50445179 0.49699068 0.50879087 0.49246231 0.51026996 0.50247100 0.50491200 0.51635600 0.54351700 0.57784900 0.58563100 0.57281400 0.52047600 0.45333800 0.42266700 0.41717400 0.44250400 0.47302100 0.49148500 0.49835100,1,2228,15,7,20
0.51192027 0.49313585 0.50121753 0.49582093 0.50247100 0.50491200 0.51635600 0.54351700 0.57784900 0.58563100 0.57281400 0.52047600 0.45333800 0.42266700 0.41717400 0.44250400 0.47302100 0.49148500 0.49835100 0.49583910,1,2228,15,8,20
0.49965297 0.50443186 0.50121342 0.51182848 0.50247100 0.50491200 0.51635600 0.54351700 0.57784900 0.58563100 0.57281400 0.52047600 0.45333800 0.42266700 0.41717400 0.44250400 0.47302100 0.49148500 0.49835100 0.49392113,1,2228,15,9,20
0.51583825 0.50715701 0.51173100 0.51601100 0.53233100 0.54698100 0.55263100 0.56682100 0.57597100 0.56560100 0.52104100 0.47939100 0.45085100 0.44414100 0.44368100 0.45116100 0.47298100 0.49358100 0.50578100 0.51082100,1,2229,18,0,20
0.51631224 0.51173100 0.51601100 0.53233100 0.54698100 0.55263100 0.56682100 0.57597100 0.56560100 0.52104100 0.47939100 0.45085100 0.44414100 0.44368100 0.45116100 0.47298100 0.49358100 0.50578100 0.51082100 0.51508559,1,2229,18,1,20
0.51173100 0.51601100 0.53233100 0.54698100 0.55263100 0.56682100 0.57597100 0.56560100 0.52104100 0.47939100 0.45085100 0.44414100 0.44368100 0.45116100 0.47298100 0.49358100 0.50578100 0.51082100 0.51439831 0.51730762,1,2229,18,2,20
0.52186188 0.50262908 0.51173100 0.51601100 0.53233100 0.54698100 0.55263100 0.56682100 0.57597100 0.56560100 0.52104100 0.47939100 0.45085100 0.44414100 0.44368100 0.45116100 0.47298100 0.49358100 0.50578100 0.51082100,1,2229,18,3,20
0.51173100 0.51601100 0.53233100 0.54698100 0.55263100 0.56682100 0.57597100 0.56560100 0.52104100 0.47939100 0.45085100 0.44414100 0.44368100 0.45116100 0.47298100 0.49358100 0.50578100 0.51082100 0.51721813 0.50060554,1,2229,18,4,20
0.51265525 0.51173100 0.51601100 0.53233100 0.54698100 0.55263100 0.56682100 0.57597100 0.56560100 0.52104100 0.47939100 0.45085100 0.44414100 0.44368100 0.45116100 0.47298100 0.49358100 0.50578100 0.51082100 0.51408613,1,2229,18,5,20
0.51173100 0.51601100 0.53233100 0.54698100 0.55263100 0.56682100 0.57597100 0.56560100 0.52104100 0.47939100 0.45085100 0.44414100 0.44368100 0.45116100 0.47298100 0.49358100 0.50578100 0.51082100 0.50879448 0.51673531,1,2229,18,6,20
0.51173100 0.51601100 0.53233100 0.54698100 0.55263100 0.56682100 0.57597100 0.56560100 0.52104100 0.47939100 0.45085100 0.44414100 0.44368100 0.45116100 0.47298100 0.49358100 0.50578100 0.51082100 0.50196710 0.50336029,1,2229,18,7,20
0.51806020 0.51173100 0.51601100 0.53233100 0.54698100 0.55263100 0.56682100 0.57597100 0.56560100 0.52104100 0.47939100 0.45085100 0.44414100 0.44368100 0.45116100 0.47298100 0.49358100 0.50578100 0.51082100 0.51266820,1,2229,18,8,20
0.51001540 0.50365899 0.51173100 0.51601100 0.53233100 0.54698100 0.55263100 0.56682100 0.57597100 0.56560100 0.52104100 0.47939100 0.45085100 0.44414100 0.44368100 0.45116100 0.47298100 0.49358100 0.50578100 0.51082100,1,2229,18,9,20
0.51019900 0.51050400 0.51035100 0.51080900 0.51035100 0.51035100 0.51035100 0.51035100 0.51035100 0.51050400 0.51035100 0.51080900 0.51080900 0.51080900 0.51065700 0.51080900 0.51050400 0.51050400 0.51080900 0.51080900,0,2230,20,0,20
0.49948100 0.49932800 0.49978600 0.50009100 0.49993800 0.49887000 0.49948100 0.49932800 0.49978600 0.49978600 0.49963300 0.49932800 0.49826000 0.49917600 0.49841300 0.49948100 0.49902300 0.49917600 0.49856500 0.49856500,0,2231,20,0,20
0.50809945 0.52188834 0.51906764 0.50479705 0.51340300 0.52088000 0.53751200 0.55994200 0.57337000 0.57459100 0.56085800 0.52957700 0.49082000 0.45725100 0.44061900 0.44275500 0.46686400 0.48975200 0.50287500 0.50560044,1,2232,15,0,20
0.52204103 0.52118964 0.51573083 0.50666631 0.51340300 0.52088000 0.53751200 0.55994200 0.57337000 0.57459100 0.56085800 0.52957700 0.49082000 0.45725100 0.44061900 0.44275500 0.46686400 0.48975200 0.50287500 0.50650056,1,2232,15,1,20
0.51522527 0.50859227 0.51340300 0.52088000 0.53751200 0.55994200 0.57337000 0.57459100 0.56085800 0.52957700 0.49082000 0.45725100 0.44061900 0.44275500 0.46686400 0.48975200 0.50287500 0.51092697 0.50292683 0.49879397,1,2232,15,2,20
0.50837621 0.50890596 0.51260402 0.51340300 0.52088000 0.53751200 0.55994200 0.57337000 0.57459100 0.56085800 0.52957700 0.49082000 0.45725100 0.44061900 0.44275500 0.46686400 0.48975200 0.50287500 0.49746108 0.50322529,1,2232,15,3,20
0.50869924 0.51340300 0.52088000 0.53751200 0.55994200 0.57337000 0.57459100 0.56085800 0.52957700 0.49082000 0.45725100 0.44061900 0.44275500 0.46686400 0.48975200 0.50287500 0.49522457 0.50000649 0.50098358 0.50093828,1,2232,15,4,20
0.51802132 0.51340300 0.52088000 0.53751200 0.55994200 0.57337000 0.57459100 0.56085800 0.52957700 0.49082000 0.45725100 0.44061900 0.44275500 0.46686400 0.48975200 0.50287500 0.50254031 0.50675730 0.49348411 0.50159948,1,2232,15,5,20
0.51262472 0.51576875 0.51949688 0.51340300 0.52088000 0.53751200 0.55994200 0.57337000 0.57459100 0.56085800 0.52957700 0.49082000 0.45725100 0.44061900 0.44275500 0.46686400 0.48975200 0.50287500 0.50388516 0.50045119,1,2232,15,6,20
0.51340300 0.52088000 0.53751200 0.55994200 0.57337000 0.57459100 0.56085800 0.52957700 0.49082000 0.45725100 0.44061900 0.44275500 0.46686400 0.48975200 0.50287500 0.49813716 0.51207646 0.49680601 0.49367071 0.49534956,1,2232,15,7,20
0.51340300 0.52088000 0.53751200 0.55994200 0.57337000 0.57459100 0.56085800 0.52957700 0.49082000 0.45725100 0.44061900 0.44275500 0.46686400 0.48975200 0.50287500 0.51104410 0.49925949 0.49289493 0.50824985 0.49886279,1,2232,15,8,20
0.50358980 0.51251183 0.51184546 0.51056406 0.51655257 0.51340300 0.52088000 0.53751200 0.55994200 0.57337000 0.57459100 0.56085800 0.52957700 0.49082000 0.45725100 0.44061900 0.44275500 0.46686400 0.48975200 0.50287500,1,2232,15,9,20
0.50711000 0.50756800 0.50665200 0.50817800 0.50878900 0.48895200 0.50909400 0.49642900 0.50512600 0.50360100 0.50741500 0.50604200 0.50711000 0.52099600 0.50573700 0.50421100 0.50787300 0.50604200 0.50466900 0.49993800,0,2233,20,0,20
0.51004600 0.50989400 0.50989400 0.50958800 0.51019900 0.51004600 0.51004600 0.51019900 0.51019900 0.51019900 0.51050400 0.51035100 0.51050400 0.51065700 0.51004600 0.51019900 0.51019900 0.51050400 0.51019900 0.51080900,0,2234,20,0,20
0.50977096 0.49868019 0.50856700 0.52214700 0.55327500 0.61232700 0.67687100 0.69716600 0.69762300 0.67275200 0.57799400 0.46828400 0.35750500 0.30120000 0.29326500 0.29753800 0.35597900 0.41960800 0.45516100 0.48491600,1,2235,18,0,20
0.49885166 0.51633269 0.50856700 0.52214700 0.55327500 0.61232700 0.67687100 0.69716600 0.69762300 0.67275200 0.57799400 0.46828400 0.35750500 0.30120000 0.29326500 0.29753800 0.35597900 0.41960800 0.45516100 0.48491600,1,2235,18,1,20
0.50856700 0.52214700 0.55327500 0.61232700 0.67687100 0.69716600 0.69762300 0.67275200 0.57799400 0.46828400 0.35750500 0.30120000 0.29326500 0.29753800 0.35597900 0.41960800 0.45516100 0.48491600 0.48293879 0.47722576,1,2235,18,2,20
0.50856700 0.52214700 0.55327500 0.61232700 0.67687100 0.69716600 0.69762300 0.67275200 0.57799400 0.46828400 0.35750500 0.30120000 0.29326500 0.29753800 0.35597900 0.41960800 0.45516100 0.48491600 0.47966535 0.48463191,1,2235,18,3,20
0.51180317 0.50586770 0.50856700 0.52214700 0.55327500 0.61232700 0.67687100 0.69716600 0.69762300 0.67275200 0.57799400 0.46828400 0.35750500 0.30120000 0.29326500 0.29753800 0.35597900 0.41960800 0.45516100 0.48491600,1,2235,18,4,20
0.50856700 0.52214700 0.55327500 0.61232700 0.67687100 0.69716600 0.69762300 0.67275200 0.57799400 0.46828400 0.35750500 0.30120000 0.29326500 0.29753800 0.35597900 0.41960800 0.45516100 0.48491600 0.49051129 0.48689350,1,2235,18,5,20
0.51484034 0.51735681 0.50856700 0.52214700 0.55327500 0.61232700 0.67687100 0.69716600 0.69762300 0.67275200 0.57799400 0.46828400 0.35750500 0.30120000 0.29326500 0.29753800 0.35597900 0.41960800 0.45516100 0.48491600,1,2235,18,6,20
0.50856700 0.52214700 0.55327500 0.61232700 0.67687100 0.69716600 0.69762300 0.67275200 0.57799400 0.46828400 0.35750500 0.30120000 0.29326500 0.29753800 0.35597900 0.41960800 0.45516100 0.48491600 0.47754614 0.48820690,1,2235,18,7,20
0.51201941 0.50856700 0.52214700 0.55327500 0.61232700 0.67687100 0.69716600 0.69762300 0.67275200 0.57799400 0.46828400 0.35750500 0.30120000 0.29326500 0.29753800 0.35597900 0.41960800 0.45516100 0.48491600 0.47582258,1,2235,18,8,20
0.49896782 0.50856700 0.52214700 0.55327500 0.61232700 0.67687100 0.69716600 0.69762300 0.67275200 0.57799400 0.46828400 0.35750500 0.30120000 0.29326500 0.29753800 0.35597900 0.41960800 0.45516100 0.48491600 0.48093603,1,2235,18,9,20
